videoID,subjectID
dbdfd2e1,863
c289e654,702
0b797494,831
9468b0d7,814
28e2ea93,903
14b848c2,679
c5182af5,980
6c7102d6,528
29e19e86,871
f4e3a83b,623
83406bad,750
8f8a788e,783
5d912e63,656
b478da43,857
746f00f3,992
821499d7,679
d96d5b68,982
75f1df10,660
37d3e24e,1010
91153f3f,514
9c289930,815
8cf7ba69,955
634eeb9d,812
c2b6fe9d,709
3f357790,840
412a216c,654
2c7f01f2,539
36cb5bad,983
00f0e057,612
8692e3f3,534
c6a0d117,572
37f64988,733
fbdf51ad,627
19914a31,651
1d1013fe,737
5fe71fc7,632
2319f0c2,1009
89bb78c2,839
5729e4de,751
75c08088,913
f099468a,666
e229f089,504
9f23ade3,748
51ca30ce,933
54a7fb71,700
9cf35f1f,1010
9fe6eaf3,643
6e5b15d2,958
72ca3065,1002
22f5c84a,866
9beca81e,835
29761167,904
2954a5f8,749
860d3f5a,749
6d6fec63,542
16810fcb,586
b131737f,858
5124436f,923
34e2682c,504
e06b666c,831
194ec1e3,1010
b1ac0d86,721
dd608a2b,813
2dc86418,667
26baadfa,702
5dfd3ca3,523
6aec5b98,876
e431bb5d,710
69c95b25,841
7b0b2cbc,890
b801d5b8,652
b62c7586,955
5319dfc7,931
68b1e8be,543
706e46b8,653
f93f5654,872
18db3150,908
15e62b9c,874
447c92b0,899
3e0efe3d,852
853acc12,807
5c3219b1,719
951e6d3e,639
9aa9f708,967
cf906d75,928
e4812536,837
2854d3bf,751
22561ea4,645
44817e1c,927
c13a0604,860
5fb36f00,773
e3d8ee56,905
82783029,757
1b60b046,815
33f74409,713
e8a6db3c,690
c3dd1d22,644
a9c913ef,866
a7b8840a,794
3ccffed1,603
6206f091,793
57462500,825
970dc426,846
c8b8ece8,709
9d0a43b5,919
f5a111ed,639
06b5f957,805
67dd97c8,670
a0d823dd,944
212b9b28,799
fcee8021,775
760b8df0,682
8edc4f89,666
435c8346,776
4ca8b270,573
c398c0c4,638
65d00e9f,819
a8bbe371,933
2acefce4,569
115c1de5,645
7afe5711,933
bb016a24,615
3092934c,885
c0b609d8,989
cd2b9b73,744
00d587ad,674
44cbe45b,983
be9f6fd1,897
fa8bb8aa,555
16397e31,634
7060ac59,547
533e62fc,598
ed96e9c0,576
22c0f98a,706
3b33338a,516
be2a8996,701
1b58690a,724
faa705f6,766
82adc577,759
1b06a5e8,903
02559d71,1007
7c2055ae,522
c59e8d51,627
a32079bd,751
689c3525,577
c072796e,584
925080f4,588
f051edc0,654
cbc585df,523
7ccf80db,624
64b50db9,987
0b1b0aa1,731
4e17d1dc,750
8252bd26,708
f517085a,751
8549a5da,601
ff4ff136,1010
4313f465,933
dde3c4db,709
000e3f26,515
a90e484a,958
cb42d80e,643
c2c3734d,504
5237f40e,673
569d22bc,905
5f23f871,700
fdfd4cf5,513
0786a89d,929
f53f7ded,854
db15d27a,560
55d84b0a,545
a498d51e,592
65334533,885
6dc6e644,668
3cab9c6b,781
7b0a0411,577
4a877b17,542
5e895b62,892
5e2d9290,841
4c68d490,603
d9e7d234,862
797430cf,506
de888ea9,554
24a8809c,540
51209b07,887
24736851,881
1de4494f,577
38d52c20,584
3845e5a5,823
b6efb1d3,908
0d3a27bd,947
bb642859,905
f4616a2a,630
3b7b5c26,803
39dff252,631
cb19a816,584
bcb855d2,843
f16625db,664
700e6e55,638
a1a67c87,665
5f5688e4,634
3a22d1db,923
5549eae5,874
5b6d2d73,911
84d2c9e8,527
d26a72d0,933
e88cfa56,938
5775a73c,546
452e98d6,853
9e32224b,893
30f737b5,510
9330e39c,1010
0c010ab8,712
3e9107c4,564
1d314ce6,784
5af0b3a9,1010
1b410dbb,833
f114ed78,814
9c9429f1,718
419a135e,924
3b84b959,744
f81dd82a,829
a1b62719,766
c9d4e99e,989
1ddd44dd,801
764593c7,773
1f7e06d8,885
0e8bf5d4,696
c49c922f,596
80733d16,823
7b53eae4,874
09e132db,790
1149ecbf,963
82e001f2,624
e7580bd8,644
adf2d560,508
a698d89b,667
62d2478a,980
caf5e784,619
8fde583e,554
29ec21c4,939
6feabd23,895
55f8ddbf,617
c274ca98,872
cea3cc02,978
1c35d490,501
7666a517,961
1d0ff19c,780
4788844b,917
c4e4379e,741
28d0dd75,645
9b618b61,555
9fc31482,755
5f130e5e,814
1bc0b9fc,602
f9e11d7f,627
8dc3d402,626
01d0ae54,669
de08c942,766
bb46a0d9,876
9a830041,674
c263781f,518
4c9bf239,647
117848df,735
02cbf609,877
033aad1a,1013
43a6d054,774
3c22921f,693
d45b2f52,605
b8b01747,503
e05cc2a3,930
20b12c61,662
8b7298e0,819
394f0cbf,977
b4625247,938
c90d229b,763
1eb06f03,949
1a16a16c,730
21cbbc90,938
89b80388,835
233ff4b9,744
749b42e4,576
f6f0e82f,657
febf40ae,524
e6822e89,773
9a7bfeef,781
61e6373e,597
0ec1f438,686
ef55e7d3,992
c98a39c0,818
3815e9a7,712
d77bb1c1,646
d142da3d,1005
2b2dd9bd,846
700021e1,710
36c33642,538
e3e686af,864
16f4ba96,976
de10f655,814
e4245732,569
90f580b4,834
a8d03107,789
7ec4b6be,963
5c77f02b,733
a44cade5,934
63f98ed3,692
95be2454,569
e0b1667c,514
e90fcccc,842
74439b0e,752
11e6dff9,500
249587c0,648
f0955cb5,721
af53d48d,845
77c2824b,690
78e3214d,995
724a6531,850
0d563955,970
a8fb83ca,1010
d16f3f43,505
77569cf6,509
182146da,874
36a4b58d,651
0dcca1ce,772
6250afee,502
90dab726,950
fdbc52d5,919
0a5caf75,899
dc49a7f0,684
927a6fb0,806
6a059423,666
7ff9a09f,595
425e1953,877
3a3c6ada,982
92974783,897
22f42177,709
6daf17ec,815
91e4b501,937
a9f990ab,504
13fb8f60,920
3735e726,793
a425373e,676
023d00fb,1008
07d42bec,1010
61ed7464,807
02356c31,822
2f83014e,996
71611a32,675
67c2c53b,618
85a31bae,993
b29313bf,1010
c009472d,627
b1b7b6b2,845
9704f276,837
e55adc47,823
7cf612b1,933
d6f46ea5,831
808b5bc8,521
8c141ce1,864
ba8af8ef,517
c88cde6b,590
5742dea2,574
6e0f3784,852
e603e64c,598
2ef205f6,548
b31c6c02,663
f752eabb,897
2aea7954,890
2fa051df,707
06bd0f4c,834
011e3301,929
6678d424,801
307be200,925
9044c6dd,883
5f2fda5f,569
52891cbd,694
d6de22d5,917
96e9314d,502
d78675e9,826
5ad747fe,946
66159aa2,933
ff847176,674
c5b1d7bb,656
6bc92e77,751
137eb2ad,1004
e311190d,892
89e5fe6b,619
e4e8beb3,958
3dce06e6,854
52075cbf,833
53325578,972
aaaece5a,652
b557de0b,874
7a91f9a8,963
752ce3f1,662
a61b5425,581
9916076b,793
0062e8f1,866
49a2330f,938
aebd6ca8,678
96b790cb,726
817b5746,577
b0f1348f,890
08e5270d,507
aae0a2cd,575
f5dbd510,822
3c56b93e,523
9a670dc1,874
2bda5cc2,995
45807938,764
6d02ef8a,966
ff9ebfc5,584
4dfcc920,819
a2046332,597
ddaaa851,606
f974c6fd,906
ad0f89c4,879
9f958ec5,732
f119beb7,873
eabc3e69,586
a5ece0f2,874
f36533d5,504
3712ac04,632
0f64bf5e,500
48f723d2,933
d93d8ffa,554
c2d60e9c,777
e6654a18,542
07d59f52,971
5514f1db,874
a2f169b1,502
2af1e824,1010
c9c27683,1008
a3bc98c7,675
b09265e7,753
d8e8dd10,982
1cb0cce9,959
7a1f3a4b,522
f166b947,664
2913fafb,643
6dfd1b41,714
d170273e,536
f0efd249,874
b66aa724,654
9b6121c1,822
e270ca83,592
fecfde60,832
7dbb97e8,778
3474d9e6,885
194fafe4,593
f1d52b84,608
c3cd2509,541
e18c1033,952
bf7af876,852
2d7eecd2,576
5c82e933,681
08b2d1f1,502
45cfe547,654
7d1ec6d8,1008
14c97cc3,1010
66beb468,732
9030f377,792
1ba38e8c,539
d8b66757,1007
e746d4d2,798
c47f9b26,896
c2485925,577
ec8d9ae7,863
9315455a,512
0d8b64e3,615
f2449584,539
4358a54c,570
fef9bbd2,516
80fab7df,689
873a1b03,778
bd8acf30,963
23910e26,783
ba8205ba,891
574317ff,979
68f198e3,504
6cdb758b,555
3ec9be92,654
19f01d34,909
85929c9d,862
109508bb,515
02b8a794,775
cebc7708,673
95f75f96,686
0f15e0be,1010
434ee934,894
398da045,818
656d9acb,904
19837e0a,677
91de535e,588
bbee8d35,868
c7bd9d1a,530
f8325944,516
dfabe907,924
a8f98216,902
15499ed1,716
91fd2c4c,574
cc38de4a,691
f1abe024,829
bca014c6,517
3d50d03f,541
8f2cbf31,640
c3cbb9ac,815
f53e9905,620
5b800190,843
80415077,968
2948617b,548
40fb70f2,903
2b0e6cf4,999
d8e579c5,980
55c735fc,691
414c543b,968
85975b2a,695
82cba4af,816
619ab93d,793
68ae2826,520
acfe5749,580
e1061e50,968
8079565b,772
6bf273fb,903
56cdcc21,883
00b42c3c,711
819cf7aa,574
27a26327,562
e8ccc444,876
9e3fc082,539
52bd280e,784
6f105075,906
f64a1901,885
8ba00f4f,906
4da6509a,817
bb91ab01,990
f69a616d,737
487a539b,804
f31e43b5,818
a7c810a4,559
66d3353a,541
af1527ca,1002
892637f1,874
ec65af1c,516
010444ed,736
8b46cec8,893
c7236ba8,872
bf7f72d3,534
6a2269e3,515
117ad24c,501
125b8f56,889
fdb93382,776
a53c816b,916
f384d27b,903
045e11b4,665
ad4416cb,722
e47b4f9b,980
20196c98,612
82e87562,584
7571d08e,669
fe01a403,898
15bb3b40,964
f1fea498,954
3a165a04,980
8342b0af,848
822d43f9,1007
1e741f17,992
17bda173,602
d804e042,539
6afa9211,902
370ed06e,667
fa960e81,742
4d8c2913,853
c849afcc,562
a9053920,642
a87e46c1,702
820de014,682
72372844,512
7ed12d95,610
e8bc6a4b,609
a4da2022,673
256a13a4,675
bf932383,645
d81f9e1d,814
ed72b8a8,510
c5f9a8bd,947
a576d094,532
d3da4805,576
15fcf48e,982
0cc0121d,814
9eb1ec11,663
15657dd5,608
b64080bf,1010
03fd4506,1000
26d1582e,902
d7936f0f,736
1af324ad,920
2d2ea580,900
0751f1aa,711
5e97683a,900
f3aac467,874
41e52b7b,549
f0b903a4,874
1a2858e2,686
996aa324,794
1df33489,962
e16fac74,980
70a0d85c,930
c15f404d,952
8adb55d1,874
6f9480a3,729
094e5665,513
9f420627,870
13a83a72,655
9bd6d11b,963
96ffe09f,852
768b1458,649
9e48076d,838
55efa25f,920
97537902,700
c36912ae,638
fa77d76f,767
5ce2b699,914
4577c524,813
3f392fd8,868
a4230587,948
1de6042a,706
158c89d4,716
32a8ad45,837
8da18852,839
684606a9,654
23f9cef5,592
0924c6b3,756
bffacd03,987
f3d11fc6,688
31869fe9,981
854c695f,556
635ff204,1005
0369e633,982
837e9a86,947
fd9aa2e6,570
f249506e,983
5af05288,645
6a23fce1,701
d891f48f,840
221a1a9a,503
4c6cbb95,707
bf33429d,809
f9e659c9,933
76aa54d5,821
ae077804,845
0bd331be,741
d5157dd1,954
2e86c248,1010
c4ed9362,710
d5817ffa,643
82cb5cec,691
f24d80cc,915
18625931,861
822e90db,901
9c98cc50,954
0a12951f,697
fc0a698d,690
72e67176,892
867c8438,753
161490de,670
539db6ca,774
36272a91,891
c7abd55c,874
db486d53,788
459ca947,744
3682a2b1,541
408f47af,711
a2a28a7f,1011
7df7b3cf,737
7b09da99,866
4c6aa188,799
7357cc2f,987
49b71bea,501
599ff792,598
8f166592,613
f9afec84,875
2859365a,618
192c65e3,899
7b1f1c0f,838
95add25a,624
675ee475,601
7d05b50b,525
49fbefed,758
588b07f2,623
482537b3,559
f51aa1a5,833
c98d4c25,826
c8dc336f,994
990963e6,531
96fb75eb,690
0b8ff8d7,659
1737764c,822
da9a9636,628
8aca7437,786
783cbfe2,814
603dd396,952
8919b05a,571
e7a7e80b,664
0f3f0532,874
7f999f31,906
68062c99,773
c1b3366e,669
ad5f53b0,841
3e8f8a38,805
db995431,727
1fa9a847,720
707f514d,875
2117f9e5,500
30dcd0fd,860
cfdcaecd,854
b20f913a,687
0aae9140,884
5a029080,967
6353a2f3,917
97528a22,883
a0b08128,551
657c8238,709
407f468c,981
105fe372,571
61ab9400,679
95fb864b,654
982b9fb3,543
b812195a,889
aa754e41,903
74f90109,604
87ef0c50,997
b3c0e4c8,836
ae9e40e2,813
5bf6f839,902
c96d727a,953
b0780526,569
956138d1,678
746d54c7,820
b573a413,955
53e50f0c,769
d0a821eb,908
6bd38e34,846
18487a19,584
68817c30,683
46c7e734,798
ae6eadbc,878
ff5978d3,829
6bb2bbff,706
edd27b0f,829
b955c2bb,815
d32c6098,645
ec3df14d,658
6b3a032e,825
83e53367,925
308d5173,682
b9f15c85,560
e84fd602,634
e4bc0731,746
306663a9,917
04207b7e,883
734c7eb4,871
34ad70bf,545
6da942f3,644
a1d5498f,582
b9dc76a9,598
8ddede7b,555
b5942c49,610
ffb4ec9d,686
27736afc,716
14eb14ad,790
9ea24552,958
d440ad19,577
179ce9f9,838
444b863f,556
5ee0090f,978
1539c4fd,589
c9bf1ae2,732
6c9d1e13,565
20642d83,901
9a2bddf7,1004
defa7c23,737
b5474f26,710
c06887f5,690
47de382e,814
f48d279a,539
d444821f,592
b5f25c92,836
348ad71d,649
36b17bdf,843
2ee9b209,683
2efc8978,575
0e374621,813
331c2c58,502
d094ebc3,813
0d305c83,996
a7973a38,676
f90fc95c,679
1d981753,874
c88f4d11,532
db4a85bd,693
70292d94,954
fa2aeb10,905
41884d64,610
97bc58f5,854
fb64ee5e,605
efc941b1,907
94b39dab,666
3e9b9e67,804
c64e1500,697
2f74af54,1013
b06db3eb,984
6925f79c,605
e9228f18,518
9bf1c940,697
b8bf7b0a,508
7e97f1f1,799
12417ebe,946
39740c07,996
f4836a21,754
1f171c58,922
de0754f6,774
f1938ae0,598
2ff53626,906
2202413a,813
d77b639a,615
588c8b3d,613
a63eed06,556
46419096,875
9ce83874,642
ba9b2e24,814
201a7de9,547
4ff32eb8,968
7dff4af1,656
26b9dec9,937
6dee2396,595
c874a5a2,833
c6ab51aa,751
1c37e29d,793
d990e9ca,929
5c8479c8,681
eec97caa,632
d86b57a1,589
483fd7f4,774
30d5e686,558
40bbf5a5,918
a236b244,555
57f6892f,988
1dd64529,648
7a882394,502
cfcb0974,599
531c2eae,628
147b0735,852
5ec9955b,848
c39373fd,957
e7faad5d,947
3f295c51,1013
d74d2b27,814
c5132092,605
77510d9f,759
bf2836c5,596
2dc21ccf,718
0afe3c6b,556
0fe1172c,695
66e5ecc2,905
2ca17a13,798
9522b902,541
c4b86056,990
0493a822,943
a74591c3,912
115a96c1,847
b3fd2b5d,601
ad5f2df1,631
81d880b2,642
608be89c,803
0d54cb28,699
92bd5bad,796
bb235de1,898
14da3519,951
16649666,803
7666c8b7,738
6981a538,544
c1ba170a,818
0d66c99e,534
d8e6d021,664
1b96e0a4,571
82c0c464,663
f363eb3a,698
34af94c7,765
53bf4a1e,523
06363ccd,679
68c5e22e,864
0fc940bd,856
fedcde3f,663
2d6dc926,843
5b5167b1,955
12e1d5f2,633
59de1864,977
40fc5ef4,673
ac2e180c,858
e03f4435,610
6dff9c65,666
54e8bfe5,626
ccb24da0,778
54b1bff5,682
5e14a4ec,841
96f78661,981
f2e3002f,978
c0968c6a,714
1ee09a66,640
df55e727,874
059604fe,810
0b6a3196,740
5564a07c,918
4150450e,510
c62baaae,979
66e3f32a,764
07b632a6,880
75ba8643,565
675f8e51,948
f6a34056,874
2f93de16,794
c856e702,582
e66b066f,991
822a3fbb,769
31ac23ea,593
e8abf8b7,931
e3265951,1007
5414bacd,923
09456fa2,571
771eeba4,747
4bdf3c18,614
c0b8176a,778
292596a1,516
ef6c12de,894
5a522487,501
404c4ebb,955
46490c87,814
f0447186,659
0df28490,985
e2edc697,665
dd40d256,752
5cc2c8c8,863
22f577c7,551
716cefad,919
e9bc435e,564
942be306,843
0120eacd,779
87e1e446,693
ba000e72,616
085f7a06,502
17471335,907
e1b5d636,598
8e1de2dc,773
910dffc9,806
a5234705,516
84b5fac3,814
1291ad95,730
16d271f0,502
ee6f48ab,996
8423dc26,853
6db7bd92,1010
b2e6c993,521
48ea7e80,943
3696817f,764
42ee574c,958
e31949a6,742
afed5319,574
f7c7d1be,752
ed374974,541
d7f43ed4,797
232944d6,683
00f42825,881
87a4f1c1,539
b060fd59,874
468e29e8,522
e93770ed,729
1f6acd40,575
9c5009cb,636
e43382a1,576
c931c8b3,738
a8e27f2a,524
5d12f69a,769
60e2754a,933
4be65727,902
f29ddf2c,922
14d8bb62,765
d12e6ace,727
5970a80c,709
a758034e,793
cce73bf5,765
3acf0be4,814
4810a694,502
77a73eca,814
db92254b,886
b7ef1ce4,714
ed3a5755,955
9de5c581,952
caf569e1,874
3f5a157d,841
81231883,523
9157e922,643
677e2bac,689
30013329,765
ec755f63,843
a12acda4,825
dd9b0ab7,814
d092ee6e,850
f41b824d,991
d4262ee3,718
8cc407ae,933
94f7b0a8,865
414ffcee,778
ed4b41d5,626
c2b3ebaa,619
cf87eca6,573
e38d86c4,965
a7defc60,895
89ae49ef,755
798b5571,1000
b4470c7b,878
f9438d74,945
37972bea,843
5c897bd0,728
fbf0ca90,508
58414d36,596
19d7e638,959
51e66999,526
0c0f35e0,845
329ea6da,515
5d73e964,718
419938b0,581
10947931,858
9d4d1c64,866
c05f29f5,832
078ab4d6,641
6130a0d7,705
774a5a39,685
3f912ec2,893
5c9b58da,885
20e0104d,620
5f004f1f,613
167a932a,1007
bf721948,666
e6340360,833
2a4f1853,823
80b7ae56,522
9470d7f7,681
189929dd,645
6fde6263,550
ae0280bc,794
962ccc3e,957
22a4d36e,991
c45a7847,727
76c91602,817
62a7962d,657
42f34027,801
05938067,915
69c2015f,581
a70164cd,800
6a8b7515,534
d8c0fd72,689
74713295,916
bbc65895,798
41b59309,874
03a47eea,891
76bc045b,659
7ec45d14,503
391b8216,857
1e0dafd8,629
d5ca6d20,983
949abf09,961
89367da8,781
c315dab4,903
9f44760f,505
a81055ba,747
6877441e,907
17cf1297,526
2e261075,697
2b7f2351,721
df31c8bc,660
0faf3810,713
f7541435,924
e0ed3e06,829
eac01de2,757
03d17e6c,914
cdbabd00,618
cd30a49c,530
1a860210,909
225e0f4f,660
aa8719c8,608
a9e1a086,992
89a94a98,975
cc19d37b,616
6c4c62b9,980
206dd7b8,860
f45e20f9,933
ded10675,549
aadd6b2b,525
2397b56d,1006
7bedd28a,807
c55e000c,539
ac70e020,505
7e2772d0,751
cccfab96,786
9d44b01d,589
162af6f9,906
ebc446ba,837
7579d584,714
5f23fc61,999
f3b2cac5,792
c5d75364,952
fa75e5f5,897
f535e79b,825
77276063,578
19796c1b,895
6c29dc17,989
0622f3cc,725
9ebeb020,925
c148ea0f,743
5d2f1ab8,582
7e53a483,792
4feb7f69,654
f8111314,783
b06b1d5e,1003
f400a84b,842
216498df,551
dd05716d,501
3b4715d1,968
fc5d2fd8,912
512c5f7a,595
31df8e7a,826
90dab4ec,514
b1971190,714
f47612be,939
22fb6f22,541
6ef91837,838
22546735,689
76aa4a81,829
c5b0e46d,1013
4dcdaa7e,597
e7f3cc4a,705
5234b451,641
53d82145,606
ac96786e,564
507e5c2a,592
9e9f4c87,712
57f59d36,801
cafcdc2c,534
3ade4780,888
8da159c6,758
b9cd9a8b,532
0d39fe28,511
7f8d6603,837
2bf2b614,778
a7cdf131,796
03e8bbff,803
18ba0e63,992
3d6e91b7,746
51fc22af,980
4c0cac1f,539
3f967aba,602
ce404d77,693
50504f43,854
bf7c145c,667
053b6be6,843
3cb2963c,788
2755b249,900
f0281889,861
8b857548,933
cbf9f413,953
497df9d0,980
0afe7e89,694
a90a4de1,961
a6837321,503
c5aed378,779
6ce3c9eb,645
b98b99b9,871
72dd9a39,630
1256bbde,546
dac28c99,926
f497da01,753
afbef53e,874
0b9c7145,835
e4150fd9,837
09988c99,713
5e92b4f9,632
7590fce9,594
e97eb445,814
665e9de0,917
d667d123,877
ea67ea54,834
3f6f9779,818
753e4cd2,510
f8a2d20f,775
7e738d77,547
cf33e3b1,749
c5199fea,963
22be34be,787
3d46d689,539
7669fa84,784
7b446205,899
e19b245f,826
84aaecbd,602
bc20a17f,667
fce87ba2,961
74e43def,628
02fa7603,661
3b503283,1007
49805034,820
20036511,601
d8253829,555
3fa36235,598
721f3f45,954
d0044065,575
ef0a8e68,973
bb2a6c4c,666
a3225493,885
0a3db8b4,993
d7bf76d1,691
51664ea5,687
006b1144,991
e28d9696,1007
7fb8875e,700
24679125,583
821c1090,735
bc9acff4,922
9c452f12,885
d1278b9f,630
e24549a9,874
1dda2e9d,836
352bd2ec,514
7ed72cdd,844
e5344f6b,635
d953d74f,952
0c1fde5b,891
ea2465e3,840
643f0384,816
e6501cde,806
c2897377,556
6488ec74,614
b31a1050,545
7404ac20,596
a243345c,831
5c17e01b,630
b0aa8a25,503
cefa4e26,766
473b6fa8,920
8cfe8381,871
a49cdd1a,718
341945f9,544
eadf6370,601
ff0a864a,772
41f6f7c1,798
6ec12b11,528
700d6337,692
f96f6c45,503
aa58ffca,963
c7a3ed05,763
e004ed4d,957
6fd85a54,713
cbb3904d,917
636ba185,560
f7455a82,592
b48acb6b,794
0c338499,601
9783fc3f,968
6a96332a,631
edc8cbf1,1007
0de52401,503
d6366f67,765
d9adaea1,616
40b280c5,531
3df3f0fc,829
25d2fa3f,1011
8d9a0d43,800
32e0a4fc,638
f4fd34a3,862
07852583,812
11d6f17b,933
f28c501b,702
d098fb99,880
b1bddc61,699
2e8ba73f,996
ea149b62,654
4ad24d7a,800
e37c1314,804
7272c4bf,576
85e3977d,511
79ae115d,603
4a0f2944,884
2505fe2e,964
cc0086df,758
41f24660,624
56ea8cdc,823
42bed3ba,656
8e273a57,758
5338e034,706
47888ce5,533
3b343db2,664
2dd7d3e5,957
583ab12a,693
29a5fe4b,516
5e7ea928,853
39f0a6f5,639
cb218c76,994
05ab9015,651
eb6b34bd,887
fb3d8caa,906
d1a4c764,817
91732081,663
a66e7c53,822
472d8fc2,778
68f90fc1,874
0a2cdaa9,1010
1e8027e7,576
977630ef,922
74842beb,777
e9cd9c33,801
b06e45a8,856
37c0a693,575
2dfdad05,1010
be38e687,688
c0c10b91,519
1bd504ca,602
1a13440d,735
c9158d00,806
e47f7cbb,735
4b014cc2,903
b5465960,885
20970e30,927
b8f57215,602
8098e97e,968
509fe57f,874
2011ad5c,782
f0bbbd85,661
39043812,922
42555b6f,938
6079636c,933
1d0cf766,894
8b820ba8,517
70aa7b49,697
5efc563d,944
78840939,570
c2323cfd,878
1dcd772c,921
f242f436,871
2aabfa5a,907
bc6a887e,562
d82b2083,881
973d24b1,840
9a09968b,861
6cf1d987,729
aa49f23f,852
eb926139,505
78774abc,918
3cce5f7b,883
7d23b503,699
f9d0de67,872
9fee0020,648
84eb499b,864
a2737e3b,889
17053e52,549
016a0a8c,1008
f00e77f0,569
d6db7fd2,993
96e71879,922
28a2774f,613
7e5f331d,724
5bbac1a3,803
4b5fa87e,597
87745f1f,694
8b4eb7dd,862
351d1d34,737
866c5304,948
e214b3c9,949
9f5d6117,838
0df4c1c0,752
21489e7e,903
bccb143f,975
ade2be65,569
32c1b27e,880
9f65ad6f,843
348e9b24,814
871b4ac7,856
6c0e1bf5,775
88e82435,505
a7077db3,664
42be2279,843
8c1b3ee2,884
aa5e7f3f,556
056d8ad2,769
1a9e0fb1,892
6ebd622c,666
f2825aec,995
5bdbf599,996
d9ebfba2,973
0d670acd,959
3dec02f3,500
b525b9c9,727
f6de1be0,1009
fec0ae55,827
1ab28710,513
88c6d53c,647
b22006ee,926
65bf061c,778
d450bb2d,954
1fae1c84,551
38c08a64,522
76751f07,601
84653aed,751
328c8185,987
73f4646f,1010
8583a064,804
07602bab,933
bf530802,938
3e5f1053,834
9883bb59,752
2beb61b7,1010
15b04d02,954
d6081a86,875
eccf114f,628
c6e48a8b,629
2d699108,958
0d0fac1c,990
37e43f8c,874
78d8999f,616
3753d62d,617
3f2f2101,821
e0e7a8b2,916
1189d560,586
88579778,734
827b2e35,513
a2a49652,678
2be04c38,788
c7a37fe1,584
8ea59966,709
f65ad8c7,626
21c28539,576
391177c8,855
024c3cb8,839
140db647,533
a4ec6a62,611
7dba5e5f,716
86eff6cc,781
11fe3f42,638
a1bd15a0,866
569fd2c2,648
bb8bd53d,666
5e25204b,988
161bf17b,915
3da89143,777
6e9f7a22,681
a2d57564,874
8d6850aa,837
7a3b5c37,894
9a528d04,562
81ab7449,977
68b3f3a7,867
813a187f,687
f1279aa8,805
c335e367,1010
794eab7b,530
aaf17c0b,912
0e359a93,912
40f16041,844
56f7f9fa,915
93bfd7bf,797
fa12e102,803
bd407a5e,975
f9e0748a,866
780725d1,621
902a0dff,963
54648f2d,568
60c37d6d,594
d544a429,934
7219a1d3,601
8f59bd18,1012
572c80cf,658
6392481b,1007
1119c9a7,880
44e25b61,674
1c924b32,752
6d4aac80,577
41decd9a,714
436cec7b,885
92641ff5,1010
9f744997,593
eb4052a6,663
13d96cb3,512
e72041b6,583
e6b6b78d,942
d6fb4615,661
14b29efc,720
7977f8c4,533
960e740c,695
c463972b,854
f1513e3d,944
65113b57,823
056fd0f9,706
ebaf6fe6,961
ded0af4d,719
5de781ac,844
40c823ee,507
80b240d9,951
be8c5d2b,508
0011aa91,594
5c04c14e,839
0a7f86ec,751
51270408,993
96301433,890
179cd096,654
216a2289,557
943ddd3f,904
7bec1f00,922
a3e9d147,755
138cf5c3,508
2d4657a0,874
0c19d631,516
2078dd2a,610
61e838fe,538
7aabccd4,651
81489db0,892
b576e76b,732
69865396,569
b17a1999,511
4e6c1441,1010
a6367f76,553
1d07c9fa,571
70297c00,636
683467a4,858
36c4a6d6,796
af0c8a09,515
2721996a,670
36f6a808,904
0234024d,675
67c3fae5,981
bff5a349,747
ae4059f7,758
571ce4fa,1010
ad3d1be6,545
aaa4cae9,978
5edc4bc6,555
897d311a,660
5cfe921b,593
777ac976,601
ba8901d8,999
925c8508,639
88d78008,562
6cd81113,616
1f1418ab,825
34b4a55b,689
ff1c51d6,861
4445732c,511
1785aeb3,836
5f1ff22a,644
61c7d8ed,582
f0f2061a,687
0cad6ce5,990
b167a905,818
f1409435,752
7937e308,903
d7810a24,794
9fc355ba,572
cfe79dcf,975
e49f6a19,682
8d7b7661,773
9998d538,510
060637de,776
161cac47,511
566b579c,793
81fab09d,908
5c6af433,959
46a70dfe,904
dde4b2ae,952
bc8502d0,997
50480104,843
7e25362f,538
5ff6d569,553
9e5c2ae0,611
b375b9fb,696
84db1367,574
5900d4a1,746
d1889885,573
f50e962f,521
a716685a,949
7d711e89,664
30b9f216,561
83a4298f,739
edf0e0d6,681
bc091a08,795
2278a596,588
e0fe732f,874
a8f3a687,868
08ed309c,731
d4ee3226,979
537a9876,654
065f69cb,979
c785469b,910
2a71cc96,786
e2e372a0,756
4774f0c2,862
27617334,565
43641189,545
ca4c3628,504
c7c109b8,907
89585284,661
1f11316f,618
178ee626,820
97d41bd9,577
599cbef0,676
fef51f55,798
a631534f,682
0e001f9d,740
793c42ef,973
fd3e4bbd,530
ede818ac,742
f1a88d22,1013
7fd7fc69,666
da7fcfa0,630
2592cf25,971
b3a0d7a9,697
7ab669a5,839
b2f317c2,545
4224b626,706
84564b02,738
3e2b236a,844
d7ad5ec5,629
e26dac90,728
3edbc238,624
93c9de49,932
bb44bbd4,700
45233d36,524
c0fa9e15,554
962ce806,903
333a3116,638
95f54350,1008
ae937568,689
4c52c6c8,505
9f65e1ca,527
dd2813b0,605
ea413828,901
670e6d48,826
429f5302,922
be226397,581
414ee79a,830
497379b1,937
59dc31a0,801
f813768a,920
89bb78d0,778
a9799577,718
62496466,681
668755d1,850
6c2a5e41,854
06438543,546
b5611eb4,645
2b249980,833
